der Journalist,journalist,,lang/de_lessons/audio/der_journalist.mp3
die Journalistin,journalist,,lang/de_lessons/audio/die_journalistin.mp3
der Rechtsanwalt,lawyer,,lang/de_lessons/audio/der_rechtsanwalt.mp3
die Rechtsanwältin,lawyer,,lang/de_lessons/audio/die_rechtsanwältin.mp3
der Dozent,lecturer,,lang/de_lessons/audio/der_dozent.mp3
die Dozentin,lecturer,,lang/de_lessons/audio/die_dozentin.mp3
der Mechaniker,mechanic,,lang/de_lessons/audio/der_mechaniker.mp3
die Mechanikerin,mechanic,,lang/de_lessons/audio/die_mechanikerin.mp3
der Krankenpfleger,nurse,,lang/de_lessons/audio/der_krankenpfleger.mp3
die Krankenschwester,nurse,,lang/de_lessons/audio/die_krankenschwester.mp3
der Büroangestellte,office worker,,lang/de_lessons/audio/der_büroangestellte.mp3
die Büroangestellte,office worker,,lang/de_lessons/audio/die_büroangestellte.mp3
der Klempner,plumber,,lang/de_lessons/audio/der_klempner.mp3
die Klempnerin,plumber,,lang/de_lessons/audio/die_klempnerin.mp3
der Polizeibeamte,police officer,,lang/de_lessons/audio/der_polizeibeamte.mp3
die Polizeibeamtin,police officer,,lang/de_lessons/audio/die_polizeibeamtin.mp3
der Briefträger,postal worker,,lang/de_lessons/audio/der_briefträger.mp3
die Briefträgerin,postal worker,,lang/de_lessons/audio/die_briefträgerin.mp3
der Matrose,sailor,,lang/de_lessons/audio/der_matrose.mp3
die Matrosin,sailor,,lang/de_lessons/audio/die_matrosin.mp3
